GenomeID	Entry	Entry name	Status	Protein names	Gene names	Length	Proteomes
YDL113C	Q07528	ATG20_YEAST	reviewed	Autophagy-related protein 20 (Cytoplasm to vacuole targeting protein 20) (Sorting nexin-42)	ATG20 CVT20 SNX42 YDL113C	640	UP000002311: Chromosome IV
YDL126C	P25694	CDC48_YEAST	reviewed	Cell division control protein 48 (EC 3.6.4.6) (Cell division cycle protein 48) (Transitional endoplasmic reticulum ATPase homolog)	CDC48 YDL126C	835	UP000002311: Chromosome IV
YDL127W	P25693	PCL2_YEAST	reviewed	PHO85 cyclin-2 (Cyclin HCS26 homolog) (G1/S-specific cyclin PCL2)	PCL2 CLN4 YDL127W D2223	308	UP000002311: Chromosome IV
YDL132W	Q12018	CDC53_YEAST	reviewed	Cell division control protein 53 (Cullin-A) (E3 ubiquitin ligase complex SCF subunit CDC53)	CDC53 YDL132W D2190	815	UP000002311: Chromosome IV
YDL134C	P23594	PP2A1_YEAST	reviewed	Serine/threonine-protein phosphatase PP2A-1 catalytic subunit (EC 3.1.3.16)	PPH21 YDL134C D2180	369	UP000002311: Chromosome IV
YDL140C	P04050	RPB1_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit 1) (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase II subunit B220)	RPO21 RPB1 RPB220 SUA8 YDL140C D2150	1733	UP000002311: Chromosome IV
YDL147W	Q12250	RPN5_YEAST	reviewed	26S proteasome regulatory subunit RPN5 (Proteasome non-ATPase subunit 5)	RPN5 NAS5 YDL147W D1572	445	UP000002311: Chromosome IV
YDL150W	P25441	RPC4_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC4 (RNA polymerase III subunit C4) (C53) (DNA-directed RNA polymerase III 47 kDa polypeptide)	RPC53 RPC4 YDL150W D1557	422	UP000002311: Chromosome IV
YDL155W	P24870	CG23_YEAST	reviewed	G2/mitotic-specific cyclin-3	CLB3 YDL155W D1539	427	UP000002311: Chromosome IV
YDL156W	Q12510	CMR1_YEAST	reviewed	DNA damage-binding protein CMR1 (Changed mutation rate protein 1)	CMR1 YDL156W D1536	522	UP000002311: Chromosome IV
YDL161W	Q12518	ENT1_YEAST	reviewed	Epsin-1	ENT1 YDL161W	454	UP000002311: Chromosome IV
YDL179W	Q12477	PCL9_YEAST	reviewed	PHO85 cyclin-9	PCL9 YDL179W D1408	304	UP000002311: Chromosome IV
YDL185W	P17255	VATA_YEAST	reviewed	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (Vacuolar proton pump subunit A) [Cleaved into: Endonuclease PI-SceI (EC 3.1.-.-) (Sce VMA intein) (VMA1-derived endonuclease) (VDE)]	VMA1 CLS8 TFP1 YDL185W D1286	1071	UP000002311: Chromosome IV
YDL188C	P23595	PP2A2_YEAST	reviewed	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit (EC 3.1.3.16)	PPH22 SIS4 YDL188C D1271	377	UP000002311: Chromosome IV
YDL190C	P54860	UFD2_YEAST	reviewed	E4 ubiquitin-protein ligase UFD2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase UFD2) (Ubiquitin conjugation factor E4) (Ubiquitin fusion degradation protein 2) (UB fusion protein 2)	UFD2 YDL190C D1255	961	UP000002311: Chromosome IV
YDL192W	P11076	ARF1_YEAST	reviewed	ADP-ribosylation factor 1	ARF1 YDL192W D1244	181	UP000002311: Chromosome IV
YDL199C	Q12407	YD199_YEAST	reviewed	Putative metabolite transport protein YDL199C	YDL199C D1209	687	UP000002311: Chromosome IV
YDL207W	Q12315	GLE1_YEAST	reviewed	Nucleoporin GLE1 (Nuclear pore protein GLE1) (RNA export factor GLE1)	GLE1 BRR3 RSS1 YDL207W D1049	538	UP000002311: Chromosome IV
YDL208W	P32495	NHP2_YEAST	reviewed	H/ACA ribonucleoprotein complex subunit NHP2 (H/ACA snoRNP protein NHP2) (High mobility group-like nuclear protein 2)	NHP2 YDL208W D1045	156	UP000002311: Chromosome IV
YDL209C	Q12046	CWC2_YEAST	reviewed	Pre-mRNA-splicing factor CWC2 (Complexed with CEF1 protein 2) (PRP19-associated complex protein 40) (Synthetic lethal with CLF1 protein 3)	CWC2 NTC40 SLC3 YDL209C D1041	339	UP000002311: Chromosome IV
YDL217C	Q12328	TIM22_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM22	TIM22 YDL217C D0884	207	UP000002311: Chromosome IV
YDL220C	P32797	CDC13_YEAST	reviewed	Cell division control protein 13	CDC13 YDL220C	924	UP000002311: Chromosome IV
YDL225W	Q07657	SHS1_YEAST	reviewed	Seventh homolog of septin 1 (Septation protein 7)	SHS1 SEP7 YDL225W	551	UP000002311: Chromosome IV
YDL226C	P35197	GCS1_YEAST	reviewed	ADP-ribosylation factor GTPase-activating protein GCS1 (ARF GAP GCS1)	GCS1 YDL226C	352	UP000002311: Chromosome IV
YDL235C	Q07688	YPD1_YEAST	reviewed	Phosphorelay intermediate protein YPD1 (Histidine-containing phosphotransfer protein YPD1) (Tyrosine phosphatase-dependent protein 1)	YPD1 YDL235C D0790	167	UP000002311: Chromosome IV
YDL240W	P35688	LRG1_YEAST	reviewed	Rho-GTPase-activating protein LRG1 (LIM-RhoGAP protein 1)	LRG1 YDL240W	1017	UP000002311: Chromosome IV
YDL246C	Q07786	DHSO2_YEAST	reviewed	Sorbitol dehydrogenase 2 (SDH 2) (EC 1.1.1.-) (Polyol dehydrogenase) (Xylitol dehydrogenase) (EC 1.1.1.9)	SOR2 YDL246C	357	UP000002311: Chromosome IV
YDR009W	P13045	GAL3_YEAST	reviewed	Protein GAL3	GAL3 YDR009W YD8119.14	520	UP000002311: Chromosome IV
YDR016C	Q12248	DAD1_YEAST	reviewed	DASH complex subunit DAD1 (DUO1 and DAM1-interacting protein 1) (Outer kinetochore protein DAD1)	DAD1 YDR016C	94	UP000002311: Chromosome IV
YDR019C	P48015	GCST_YEAST	reviewed	Aminomethyltransferase, mitochondrial (EC 2.1.2.10) (Glycine cleavage system T protein) (GCVT) (Glycine decarboxylase complex subunit T)	GCV1 YDR019C YD9335.05C	400	UP000002311: Chromosome IV
YDR027C	Q12071	VPS54_YEAST	reviewed	Vacuolar protein sorting-associated protein 54 (CPF1 genetically-interacting protein 1) (Temperature-sensitive clathrin synthetic mutation protein 3)	VPS54 CGP1 LUV1 RKI1 TCS3 YDR027C PZF889 YD9813.05C	889	UP000002311: Chromosome IV
YDR052C	P32325	DBF4_YEAST	reviewed	DDK kinase regulatory subunit DBF4 (Dumbbell forming protein 4)	DBF4 DNA52 YDR052C D4205 YD9609.07C	704	UP000002311: Chromosome IV
YDR054C	P14682	UBC3_YEAST	reviewed	Ubiquitin-conjugating enzyme E2-34 kDa (EC 2.3.2.23) (Cell division control protein 34) (E2 ubiquitin-conjugating enzyme 3) (E3 ubiquitin ligase complex SCF subunit CDC34) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)	CDC34 DNA6 UBC3 YDR054C D4211 YD9609.08C	295	UP000002311: Chromosome IV
YDR074W	P31688	TPS2_YEAST	reviewed	Trehalose-phosphatase (EC 3.1.3.12) (Trehalose synthase complex catalytic subunit TPS2) (Trehalose-6-phosphate phosphatase) (TPP)	TPS2 PFK3 YDR074W YD8554.07	896	UP000002311: Chromosome IV
YDR076W	P38953	RAD55_YEAST	reviewed	DNA repair protein RAD55	RAD55 YDR076W D4426	406	UP000002311: Chromosome IV
YDR078C	P38957	SHU2_YEAST	reviewed	Suppressor of hydroxyurea sensitivity protein 2	SHU2 YDR078C D4436	223	UP000002311: Chromosome IV
YDR080W	P38959	VPS41_YEAST	reviewed	Vacuolar protein sorting-associated protein 41 (Vacuolar morphogenesis protein 2)	VPS41 FET2 VAM2 YDR080W D446 YD8554.13	992	UP000002311: Chromosome IV
YDR082W	P38960	STN1_YEAST	reviewed	Protein STN1	STN1 YDR082W D4456 YD8554.15	494	UP000002311: Chromosome IV
YDR085C	P33304	AFR1_YEAST	reviewed	Protein AFR1	AFR1 YDR085C D4471	620	UP000002311: Chromosome IV
YDR086C	P35179	SC61G_YEAST	reviewed	Protein transport protein SSS1 (Sec61 complex subunit SSS1) (Sec61 complex subunit gamma) (Ssh1 complex subunit SSS1) (Ssh1 complex subunit gamma)	SSS1 YDR086C D4475	80	UP000002311: Chromosome IV
YDR088C	Q02775	SLU7_YEAST	reviewed	Pre-mRNA-splicing factor SLU7 (Synthetic lethal with U2 snRNA protein 17) (Synthetic lethal with U5 snRNA protein 7)	SLU7 SLT17 YDR088C D4483	382	UP000002311: Chromosome IV
YDR092W	P52490	UBC13_YEAST	reviewed	Ubiquitin-conjugating enzyme E2 13 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 13) (Ubiquitin carrier protein 13) (Ubiquitin-protein ligase 13)	UBC13 YDR092W YD6652.04	153	UP000002311: Chromosome IV
YDR097C	Q03834	MSH6_YEAST	reviewed	DNA mismatch repair protein MSH6 (MutS protein homolog 6) (Postmeiotic segregation protein 3)	MSH6 PMS3 YDR097C YD8557.04C	1242	UP000002311: Chromosome IV
YDR099W	P34730	BMH2_YEAST	reviewed	Protein BMH2	BMH2 YDR099W YD8557.08	273	UP000002311: Chromosome IV
YDR103W	P32917	STE5_YEAST	reviewed	Protein STE5	STE5 NUL3 YDR103W YD8557.12	917	UP000002311: Chromosome IV
YDR113C	P40316	SECU_YEAST	reviewed	Securin	PDS1 YDR113C YD9727.08C	373	UP000002311: Chromosome IV
YDR121W	Q04603	DPB4_YEAST	reviewed	DNA polymerase epsilon subunit D (DNA polymerase II subunit D)	DPB4 YDR121W	196	UP000002311: Chromosome IV
YDR123C	P26798	INO2_YEAST	reviewed	Protein INO2	INO2 DIE1 SCS1 YDR123C YD9727.18C	304	UP000002311: Chromosome IV
YDR129C	P32599	FIMB_YEAST	reviewed	Fimbrin (ABP67)	SAC6 YDR129C YD9302.04C	642	UP000002311: Chromosome IV
YDR130C	Q03898	FIN1_YEAST	reviewed	Filament protein FIN1 (Filaments in between nuclei protein 1)	FIN1 YDR130C YD9302.05C	291	UP000002311: Chromosome IV
YDR142C	P39108	PEX7_YEAST	reviewed	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7) (Peroxisome import protein PAS7)	PEX7 PAS7 PEB1 YDR142C YD2943.01C YD9302.18C	375	UP000002311: Chromosome IV
YDR145W	Q03761	TAF12_YEAST	reviewed	Transcription initiation factor TFIID subunit 12 (TAFII-61) (TAFII61) (TAFII-68) (TAFII68) (TBP-associated factor 12) (TBP-associated factor 61 kDa)	TAF12 TAF61 TAF68 YDR145W YD8358.02	539	UP000002311: Chromosome IV
YDR162C	Q12163	NBP2_YEAST	reviewed	NAP1-binding protein 2	NBP2 YDR162C	236	UP000002311: Chromosome IV
YDR166C	P89102	SEC5_YEAST	reviewed	Exocyst complex component SEC5	SEC5 YDR166C YD8358.20C YD9489.01C	971	UP000002311: Chromosome IV
YDR167W	Q12030	TAF10_YEAST	reviewed	Transcription initiation factor TFIID subunit 10 (TAFII-23) (TAFII23) (TAFII-25) (TAFII25) (TBP-associated factor 10) (TBP-associated factor 25 kDa) (p25)	TAF10 TAF23 TAF25 YDR167W YD9489.02	206	UP000002311: Chromosome IV
YDR168W	P06101	CDC37_YEAST	reviewed	Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	CDC37 SMO1 YDR168W YD9489.03	506	UP000002311: Chromosome IV
YDR171W	Q12329	HSP42_YEAST	reviewed	Heat shock protein 42 (42 kDa heat shock protein)	HSP42 YDR171W YD9395.04	375	UP000002311: Chromosome IV
YDR172W	P05453	ERF3_YEAST	reviewed	Eukaryotic peptide chain release factor GTP-binding subunit (ERF-3) (ERF3) (ERF2) (G1 to S phase transition protein 1) (Omnipotent suppressor protein 2) (PSI no more protein 2) (Polypeptide release factor 3) (Translation release factor 3)	SUP35 GST1 PNM2 SAL3 SUF12 SUP2 YDR172W YD9395.05	685	UP000002311: Chromosome IV
YDR173C	P07250	IPMK_YEAST	reviewed	Inositol polyphosphate multikinase (IPMK) (EC 2.7.1.151) (Arginine metabolism regulation protein III)	ARG82 ARGR3 IPK2 YDR173C YD9395.06C	355	UP000002311: Chromosome IV
YDR178W	P37298	DHSD_YEAST	reviewed	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (Succinate-ubiquinone reductase membrane anchor subunit)	SDH4 ACN18 YDR178W YD9395.11	181	UP000002311: Chromosome IV
YDR179C	Q03981	CSN9_YEAST	reviewed	COP9 signalosome complex subunit 9	CSN9 YDR179C	162	UP000002311: Chromosome IV
YDR181C	Q04003	SAS4_YEAST	reviewed	Something about silencing protein 4	SAS4 YDR181C YD9395.15C	481	UP000002311: Chromosome IV
YDR189W	P22213	SLY1_YEAST	reviewed	Protein SLY1 (Suppressor of loss of YPT1 protein 1)	SLY1 YDR189W YD9346.01 YD9395.22	666	UP000002311: Chromosome IV
YDR190C	Q03940	RUVB1_YEAST	reviewed	RuvB-like protein 1 (RUVBL1) (EC 3.6.4.12) (TIP49-homology protein 1) (TIP49a homolog)	RVB1 TIH1 TIP49A YDR190C	463	UP000002311: Chromosome IV
YDR192C	P49686	NUP42_YEAST	reviewed	Nucleoporin NUP42 (Nuclear pore protein NUP42)	NUP42 RIP1 UIP1 YDR192C YD9346.04C	430	UP000002311: Chromosome IV
YDR195W	P42073	REF2_YEAST	reviewed	RNA end formation protein 2	REF2 YDR195W YD9346.06	533	UP000002311: Chromosome IV
YDR201W	Q03954	SPC19_YEAST	reviewed	DASH complex subunit SPC19 (19 kDa spindle pole component protein) (Outer kinetochore protein SPC19)	SPC19 YDR201W	165	UP000002311: Chromosome IV
YDR202C	Q03956	RAV2_YEAST	reviewed	Regulator of V-ATPase in vacuolar membrane protein 2	RAV2 YDR202C YD9346.12C	351	UP000002311: Chromosome IV
YDR207C	P39001	UME6_YEAST	reviewed	Transcriptional regulatory protein UME6 (Negative transcriptional regulator of IME2) (Regulator of inducer of meiosis protein 16) (Unscheduled meiotic gene expression protein 6)	UME6 CAR80 CARGR1 NIM2 RIM16 YDR207C YD8142.04C	836	UP000002311: Chromosome IV
YDR213W	Q12151	UPC2_YEAST	reviewed	Sterol uptake control protein 2 (Mannoprotein regulation by oxygen protein 4)	UPC2 MOX4 YDR213W YD8142.14 YD8142B.05	913	UP000002311: Chromosome IV
YDR214W	Q12449	AHA1_YEAST	reviewed	Hsp90 co-chaperone AHA1 (Activator of Hsp90 ATPase protein 1)	AHA1 YDR214W YD8142.16 YD8142B.06	350	UP000002311: Chromosome IV
YDR216W	P07248	ADR1_YEAST	reviewed	Regulatory protein ADR1	ADR1 YDR216W YD8142.16 YD8142B.08	1323	UP000002311: Chromosome IV
YDR217C	P14737	RAD9_YEAST	reviewed	DNA repair protein RAD9	RAD9 YDR217C YD9934.02C	1309	UP000002311: Chromosome IV
YDR225W	P04911	H2A1_YEAST	reviewed	Histone H2A.1	HTA1 H2A1 SPT11 YDR225W YD9934.10	132	UP000002311: Chromosome IV
YDR227W	P11978	SIR4_YEAST	reviewed	Regulatory protein SIR4 (Silent information regulator 4)	SIR4 ASD1 STE9 UTH2 YDR227W YD9934.12	1358	UP000002311: Chromosome IV
YDR228C	P39081	PCF11_YEAST	reviewed	Protein PCF11 (protein 1 of CF I)	PCF11 YDR228C YD9934.13C	626	UP000002311: Chromosome IV
YDR239C	Q03780	YD239_YEAST	reviewed	Uncharacterized protein YDR239C	YDR239C	787	UP000002311: Chromosome IV
YDR244W	P35056	PEX5_YEAST	reviewed	Peroxisomal targeting signal receptor (PTS1 receptor) (PTS1R) (Peroxin-5) (Peroxisomal protein PAS10)	PEX5 PAS10 YDR244W YD8419.11	612	UP000002311: Chromosome IV
YDR246W	Q03784	TRS23_YEAST	reviewed	Trafficking protein particle complex subunit 23 (TRAPP subunit 23) (Transport protein particle 23 kDa subunit)	TRS23 YDR246W YD8419.13	219	UP000002311: Chromosome IV
YDR253C	Q12041	MET32_YEAST	reviewed	Transcriptional regulator MET32 (Methionine-requiring protein 32)	MET32 YDR253C YD9320A.03C	191	UP000002311: Chromosome IV
YDR254W	P38907	CENPN_YEAST	reviewed	Inner kinetochore subunit CHL4 (CENP-N homolog) (Chromosome loss protein 4) (Chromosome transmission fidelity protein 17) (Constitutive centromere-associated network protein CHL4) (Minichromosome maintenance protein 17)	CHL4 CTF17 MCM17 YDR254W YD9320A.04	458	UP000002311: Chromosome IV
YDR264C	P39010	AKR1_YEAST	reviewed	Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1)	AKR1 YDR264C D9954.9 YD9230B.03C	764	UP000002311: Chromosome IV
YDR267C	Q05583	CIAO1_YEAST	reviewed	Cytosolic iron-sulfur protein assembly protein 1	CIA1 YDR267C	330	UP000002311: Chromosome IV
YDR270W	P38995	ATU2_YEAST	reviewed	Copper-transporting ATPase (EC 7.2.2.8) (Cu(2+)-ATPase)	CCC2 YDR270W D9954.6	1004	UP000002311: Chromosome IV
YDR277C	P35198	MTH1_YEAST	reviewed	Protein MTH1	MTH1 YDR277C D9954.12	433	UP000002311: Chromosome IV
YDR283C	P15442	GCN2_YEAST	reviewed	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (General control non-derepressible protein 2) (Serine/threonine-protein kinase GCN2)	GCN2 AAS1 YDR283C	1659	UP000002311: Chromosome IV
YDR285W	P31111	ZIP1_YEAST	reviewed	Synaptonemal complex protein ZIP1	ZIP1 YDR285W D9819.9	875	UP000002311: Chromosome IV
YDR292C	P32916	SRPR_YEAST	reviewed	Signal recognition particle receptor subunit alpha homolog (SR-alpha) (Docking protein alpha) (DP-alpha)	SRP101 YDR292C D9819.3	621	UP000002311: Chromosome IV
YDR301W	Q06632	CFT1_YEAST	reviewed	Protein CFT1 (Cleavage factor two protein 1)	CFT1 YHH1 YDR301W	1357	UP000002311: Chromosome IV
YDR309C	Q06648	GIC2_YEAST	reviewed	GTPase-interacting component 2	GIC2 YDR309C D9740.18	383	UP000002311: Chromosome IV
YDR310C	P46676	SUM1_YEAST	reviewed	Suppressor of mar1-1 protein (SUM1-1 protein)	SUM1 YDR310C D9740.19	1062	UP000002311: Chromosome IV
YDR320C	Q06677	SWA2_YEAST	reviewed	Auxilin-like clathrin uncoating factor SWA2 (Bud site selection protein 24) (DnaJ-related protein SWA2) (J protein SWA2) (Synthetic lethal with ARF1 protein 2)	SWA2 AUX1 BUD24 YDR320C D9798.10	668	UP000002311: Chromosome IV
YDR328C	P52286	SKP1_YEAST	reviewed	Suppressor of kinetochore protein 1 (Centromere DNA-binding protein complex CBF3 subunit D) (E3 ubiquitin ligase complex SCF subunit SKP1)	SKP1 CBF3D YDR328C D9798.14	194	UP000002311: Chromosome IV
YDR356W	P32380	SP110_YEAST	reviewed	Spindle pole body component 110 (Extragenic suppressor of CMD1-1 mutant protein 1) (Nuclear filament-related protein 1) (Spindle pole body spacer protein SPC110)	SPC110 NUF1 XCM1 YDR356W D9476.3	944	UP000002311: Chromosome IV
YDR359C	Q06337	EAF1_YEAST	reviewed	Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21)	EAF1 VID21 YDR359C	982	UP000002311: Chromosome IV
YDR369C	P33301	XRS2_YEAST	reviewed	DNA repair protein XRS2	XRS2 YDR369C D9481.13	854	UP000002311: Chromosome IV
YDR377W	Q06405	ATPK_YEAST	reviewed	ATP synthase subunit f, mitochondrial	ATP17 YDR377W D9481.21	101	UP000002311: Chromosome IV
YDR378C	Q06406	LSM6_YEAST	reviewed	U6 snRNA-associated Sm-like protein LSm6	LSM6 YDR378C D9481.18	86	UP000002311: Chromosome IV
YDR381W	Q12159	YRA1_YEAST	reviewed	RNA annealing protein YRA1	YRA1 YDR381W D9481.2 D9509.1	226	UP000002311: Chromosome IV
YDR388W	P39743	RV167_YEAST	reviewed	Reduced viability upon starvation protein 167	RVS167 YDR388W D9509.8	482	UP000002311: Chromosome IV
YDR390C	P52488	UBA2_YEAST	reviewed	Ubiquitin-activating enzyme E1-like (Polymerase-interacting protein 2) (SMT3-activating enzyme subunit 2)	UBA2 PIP2 UAL1 YDR390C D9509.10	636	UP000002311: Chromosome IV
YDR392W	P06844	SPT3_YEAST	reviewed	Protein SPT3 (Positive regulator of Ty transcription)	SPT3 YDR392W D9509.12	337	UP000002311: Chromosome IV
YDR394W	P33298	PRS6B_YEAST	reviewed	26S proteasome regulatory subunit 6B homolog (Protein YNT1) (Tat-binding homolog 2)	RPT3 YNT1 YTA2 YDR394W D9509.14	428	UP000002311: Chromosome IV
YDR397C	Q92317	NCB2_YEAST	reviewed	Negative cofactor 2 complex subunit beta (NC2 complex subunit beta) (Transcriptional repressor YDR1)	NCB2 YDR1 YDR397C	146	UP000002311: Chromosome IV
YDR404C	P34087	RPB7_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB7 (RNA polymerase II subunit B7) (B16)	RPB7 YDR404C D9509.22	171	UP000002311: Chromosome IV
YDR416W	Q04048	SYF1_YEAST	reviewed	Pre-mRNA-splicing factor SYF1 (PRP19-associated complex protein 90) (Synthetic lethal with CDC40 protein 1)	SYF1 NTC90 YDR416W	859	UP000002311: Chromosome IV
YDR443C	P38931	SSN2_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 13 (Mediator complex subunit 13) (Protein SCA1) (Suppressor of RNA polymerase B SSN2)	SSN2 MED13 NUT8 RYE3 SCA1 SRB9 UME2 YDR443C	1420	UP000002311: Chromosome IV
YDR448W	Q02336	ADA2_YEAST	reviewed	Transcriptional adapter 2	ADA2 YDR448W D9461.33	434	UP000002311: Chromosome IV
YDR450W	P0CX55	RS18A_YEAST	reviewed	40S ribosomal protein S18-A (Small ribosomal subunit protein uS13-A)	RPS18A YDR450W D9461.35	146	UP000002311: Chromosome IV
YDR468C	Q03322	TLG1_YEAST	reviewed	t-SNARE affecting a late Golgi compartment protein 1 (Syntaxin TLG1)	TLG1 YDR468C D8035.11	224	UP000002311: Chromosome IV
YDR472W	Q03337	TRS31_YEAST	reviewed	Trafficking protein particle complex subunit 31 (TRAPP subunit 31) (Transport protein particle 31 kDa subunit)	TRS31 YDR472W	283	UP000002311: Chromosome IV
YDR473C	Q03338	PRP3_YEAST	reviewed	U4/U6 small nuclear ribonucleoprotein PRP3 (Pre-mRNA-splicing factor 3)	PRP3 RNA3 YDR473C D8035.16	469	UP000002311: Chromosome IV
YDR477W	P06782	SNF1_YEAST	reviewed	Carbon catabolite-derepressing protein kinase (EC 2.7.11.1) (Sucrose nonfermentating protein 1)	SNF1 CAT1 CCR1 GLC2 PAS14 YDR477W D8035.20	633	UP000002311: Chromosome IV
YDR480W	Q03373	DIG2_YEAST	reviewed	Down-regulator of invasive growth 2 (Regulator of STE12 protein 2) (Regulator of sterile twelve 2)	DIG2 RST2 YDR480W D8035.23	323	UP000002311: Chromosome IV
YDR484W	P39904	VPS52_YEAST	reviewed	Vacuolar protein sorting-associated protein 52 (Suppressor of actin mutation protein 2)	VPS52 SAC2 YDR484W D8035.27	641	UP000002311: Chromosome IV
YDR499W	Q04377	LCD1_YEAST	reviewed	DNA damage checkpoint protein LCD1 (DNA damage checkpoint protein 2) (Lethal, checkpoint-defective, DNA damage-sensitive protein 1)	LCD1 DDC2 PIE1 YDR499W	747	UP000002311: Chromosome IV
YDR500C	P51402	RL37B_YEAST	reviewed	60S ribosomal protein L37-B (L43) (Large ribosomal subunit protein eL37-B) (YL35) (YP55)	RPL37B RPL35B YDR500C D9719.6	88	UP000002311: Chromosome IV
YDR507C	Q12263	GIN4_YEAST	reviewed	Serine/threonine-protein kinase GIN4 (EC 2.7.11.1) (Growth inhibitory protein 4)	GIN4 YDR507C D9719.13	1142	UP000002311: Chromosome IV
YDR510W	Q12306	SMT3_YEAST	reviewed	Ubiquitin-like protein SMT3	SMT3 YDR510W D9719.15	101	UP000002311: Chromosome IV
YEL005C	P40003	VAB2_YEAST	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit VAB2 (BLOC-1 subunit VAB2) (VAC8-binding protein 2)	VAB2 VAB31 YEL005C	282	UP000002311: Chromosome V
YEL009C	P03069	GCN4_YEAST	reviewed	General control protein GCN4 (Amino acid biosynthesis regulatory protein)	GCN4 AAS3 ARG9 YEL009C	281	UP000002311: Chromosome V
YEL013W	P39968	VAC8_YEAST	reviewed	Vacuolar protein 8	VAC8 YEB3 YEL013W	578	UP000002311: Chromosome V
