GenomeID	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YBR175W	P38123	SWD3_YEAST	reviewed	COMPASS component SWD3 (Complex proteins associated with SET1 protein SWD3) (Set1C component SWD3)	SWD3 CPS30 SAF35 YBR175W YBR1237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	315
YBR176W	P38122	PANB_YEAST	reviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Extracellular matrix protein 31) (Ketopantoate hydroxymethyltransferase)	ECM31 YBR176W YBR1238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
YBR182C	P38128	SMP1_YEAST	reviewed	Transcription factor SMP1	SMP1 YBR182C YBR1245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452
YBR186W	P38126	PCH2_YEAST	reviewed	Pachytene checkpoint protein 2	PCH2 YBR186W YBR1308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	564
YBR187W	P38301	GDT1_YEAST	reviewed	GCR1-dependent translation factor 1	GDT1 YBR187W YBR1310	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	280
YBR188C	P38302	NTC20_YEAST	reviewed	Pre-mRNA-splicing factor NTC20 (PRP19-associated complex protein 20) (Synergistic to PRP19 mutation protein 384)	NTC20 SNT384 YBR188C YBR1316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	140
YBR190W	P38303	YB40_YEAST	reviewed	Putative uncharacterized protein YBR190W	YBR190W YBR1318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103
YBR193C	P38304	MED8_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8)	MED8 YBR193C YBR1403	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	223
YBR194W	P38305	AIM4_YEAST	reviewed	Altered inheritance of mitochondria protein 4 (Synthetic with old yellow enzyme protein 1)	AIM4 SOY1 YBR194W YBR1404	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123
YBR195C	P13712	MSI1_YEAST	reviewed	Chromatin assembly factor 1 subunit p50 (CAF-1 p50 subunit) (IRA1 multicopy suppressor) (Protein MSI1)	MSI1 CAC3 YBR195C YBR1405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	422
YBR196C	P12709	G6PI_YEAST	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	PGI1 YBR196C YBR1406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554
YBR198C	P38129	TAF5_YEAST	reviewed	Transcription initiation factor TFIID subunit 5 (TAFII-90) (TBP-associated factor 5) (TBP-associated factor 90 kDa)	TAF5 TAF90 YBR198C YBR1410	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	798
YBR200W	P29366	BEM1_YEAST	reviewed	Bud emergence protein 1 (Suppressor of RHO3 protein 1)	BEM1 SRO1 YBR200W YBR1412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
YBR201W	P38307	DER1_YEAST	reviewed	Degradation in the endoplasmic reticulum protein 1	DER1 YBR201W YBR1413	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211
YBR205W	P38130	KTR3_YEAST	reviewed	Probable mannosyltransferase KTR3 (EC 2.4.1.-)	KTR3 YBR205W YBR1445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	404
YBR212W	P32831	NGR1_YEAST	reviewed	Negative growth regulatory protein NGR1 (RNA-binding protein RBP1)	NGR1 RBP1 YBR212W YBR1459	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	672
YBR216C	P38315	YBP1_YEAST	reviewed	YAP1-binding protein 1 (Activator of YAP1)	YBP1 YBR216C YBR1505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	674
YBR217W	P38316	ATG12_YEAST	reviewed	Ubiquitin-like protein ATG12 (Autophagy-related protein 12)	ATG12 APG12 YBR217W YBR1506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	186
YBR221C	P32473	ODPB_YEAST	reviewed	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 beta) (PDHE1-B)	PDB1 YBR221C YBR1511	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	366
YBR222C	P38137	FAT2_YEAST	reviewed	Peroxisomal-coenzyme A synthetase (EC 6.-.-.-)	PCS60 FAT2 YBR222C YBR1512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	543
YBR223C	P38319	TYDP1_YEAST	reviewed	Tyrosyl-DNA phosphodiesterase 1 (Tyr-DNA phosphodiesterase 1) (EC 3.1.4.-)	TDP1 YBR223C YBR1520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	544
YBR228W	P38324	SLX1_YEAST	reviewed	Structure-specific endonuclease subunit SLX1 (EC 3.1.-.-) (Synthetic lethal of unknown function protein 1)	SLX1 YBR228W YBR1525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304
YBR233W	P38151	PBP2_YEAST	reviewed	PAB1-binding protein 2	PBP2 YBR233W YBR1531	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	413
YBR234C	P38328	ARPC1_YEAST	reviewed	Actin-related protein 2/3 complex subunit 1 (Arp2/3 complex 41 kDa subunit) (p41-ARC)	ARC40 YBR234C YBR1532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	384
YBR237W	P21372	PRP5_YEAST	reviewed	Pre-mRNA-processing ATP-dependent RNA helicase PRP5 (EC 3.6.4.13)	PRP5 RNA5 YBR237W YBR1603	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	849
YBR239C	P38140	ERT1_YEAST	reviewed	Transcription activator of gluconeogenesis ERT1 (Ethanol regulator of translation 1)	ERT1 YBR239C YBR1622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	529
YBR241C	P38142	YB91_YEAST	reviewed	Probable metabolite transport protein YBR241C	YBR241C YBR1625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	488
YBR242W	P38331	YB92_YEAST	reviewed	5'-deoxynucleotidase YBR242W (EC 3.1.3.89)	YBR242W YBR1627	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238
YBR243C	P07286	GPT_YEAST	reviewed	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase) (Tunicamycin resistance protein 1)	ALG7 TUR1 YBR243C YBR1628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	448
YBR244W	P38143	GPX2_YEAST	reviewed	Glutathione peroxidase-like peroxiredoxin 2 (EC 1.11.1.24) (Glutathione peroxidase homolog 2) (GPx 2)	GPX2 YBR244W YBR1632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	162
YBR246W	P38332	DPH7_YEAST	reviewed	Diphthine methyltransferase (EC 3.1.1.97) (Diphthamide biosynthesis protein 7) (Endosomal recycling protein 1) (Regulator of rDNA transcription protein 2)	RRT2 DPH7 ERE1 YBR246W YBR1634	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	387
YBR247C	P38333	ENP1_YEAST	reviewed	Essential nuclear protein 1	ENP1 MEG1 YBR247C YBR1635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	483
YBR249C	P32449	AROG_YEAST	reviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	ARO4 YBR249C YBR1701	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	370
YBR252W	P33317	DUT_YEAST	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	DUT1 YBR252W YBR1705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147
YBR253W	P32570	MED22_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (Suppressor of RNA polymerase B 6)	SRB6 MED22 YBR253W YBR1721	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121
YBR254C	P38334	TRS20_YEAST	reviewed	Trafficking protein particle complex subunit 20 (TRAPP subunit 20) (Transport protein particle 20 kDa subunit)	TRS20 YBR254C YBR1722	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175
YBR255W	P38335	MTC4_YEAST	reviewed	Maintenance of telomere capping protein 4	MTC4 YBR255W YBR1723	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	694
YBR260C	P38339	RGD1_YEAST	reviewed	RHO GTPase-activating protein RGD1 (RhoGAP) (Related GAP domain protein 1)	RGD1 YBR260C YBR1728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	666
YBR261C	P38340	NTM1_YEAST	reviewed	Alpha N-terminal protein methyltransferase 1 (EC 2.1.1.244) (Translation associated element 1) (X-Pro-Lys N-terminal protein methyltransferase 1) (NTM1)	TAE1 NTM1 YBR261C YBR1729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	232
YBR264C	P38146	YPT10_YEAST	reviewed	GTP-binding protein YPT10	YPT10 YBR264C YBR1733	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	199
YBR270C	P38346	BIT2_YEAST	reviewed	Probable target of rapamycin complex 2 subunit BIT2 (TORC2 subunit BIT2) (Binding partner of TOR2 protein 2)	BIT2 YBR270C YBR1738	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	545
YBR273C	P38349	UBX7_YEAST	reviewed	UBX domain-containing protein 7	UBX7 YBR273C YBR1741	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	436
YBR274W	P38147	CHK1_YEAST	reviewed	Serine/threonine-protein kinase CHK1 (EC 2.7.11.1) (Checkpoint kinase 1)	CHK1 YBR274W YBR1742	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	527
YBR276C	P38148	PPS1_YEAST	reviewed	Dual specificity protein phosphatase PPS1 (EC 3.1.3.16) (EC 3.1.3.48)	PPS1 YBR276C YBR2013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	807
YBR278W	P27344	DPB3_YEAST	reviewed	DNA polymerase epsilon subunit C (DNA polymerase II subunit C)	DPB3 YBR278W YBR2015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	201
YBR279W	P38351	PAF1_YEAST	reviewed	RNA polymerase II-associated protein 1 (Protein PAF1)	PAF1 YBR279W YBR2016	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	445
YBR281C	P38149	DUG2_YEAST	reviewed	Probable di- and tripeptidase DUG2 (EC 3.4.-.-) (Deficient in utilization of glutathione protein 2) (GSH degradosomal complex subunit DUG2)	DUG2 YBR281C YBR2018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	878
YBR284W	P38150	YB9Z_YEAST	reviewed	Inactive deaminase YBR284W	YBR284W YBR2021	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	797
YBR288C	P38153	AP3M_YEAST	reviewed	AP-3 complex subunit mu (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu) (Mu-adaptin 3A) (Mu3-adaptin)	APM3 YKS6 YBR288C YBR2035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	483
YBR289W	P18480	SNF5_YEAST	reviewed	SWI/SNF chromatin-remodeling complex subunit SNF5 (SWI/SNF complex subunit SNF5) (Transcription factor TYE4) (Transcription regulatory protein SNF5)	SNF5 SWI10 TYE4 YBR289W YBR2036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	905
YCL010C	P25554	SGF29_YEAST	reviewed	SAGA-associated factor 29 (29 kDa SAGA-associated factor) (SAGA histone acetyltransferase complex 29 kDa subunit)	SGF29 YCL010C YCL10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	259
YCL019W	P25384	YC21B_YEAST	reviewed	Transposon Ty2-C Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	TY2B-C YCLWTy2-1 POL YCL019W YCL19W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1770
YCL020W	P25383	YC21A_YEAST	reviewed	Transposon Ty2-C Gag polyprotein (Transposon Ty2 protein A) (TY2A) (TYA) (Ty1-17 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	TY2A-C YCLWTy2-1 GAG YCL020W YCL20W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	438
YCL024W	P25389	KCC4_YEAST	reviewed	Probable serine/threonine-protein kinase KCC4 (EC 2.7.11.1)	KCC4 YCL024W YCL24W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1037
YCL028W	P25367	RNQ1_YEAST	reviewed	[PIN+] prion protein RNQ1 (Rich in asparagine and glutamine protein 1)	RNQ1 YCL028W YCL181 YCL28W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	405
YCL029C	P11709	BIK1_YEAST	reviewed	Nuclear fusion protein BIK1	BIK1 YCL029C YCL29C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
YCL032W	P25344	STE50_YEAST	reviewed	Protein STE50	STE50 YCL032W YCL32W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	346
YCL033C	P25566	MXR2_YEAST	reviewed	Peptide methionine sulfoxide reductase 2 (EC 1.8.4.12)	MXR2 MSRB YCL033C YCL33C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	168
YCL039W	P25569	GID7_YEAST	reviewed	Glucose-induced degradation protein 7	GID7 MOH2 YCL039W YCL311 YCL39W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	745
YCL040W	P17709	HXKG_YEAST	reviewed	Glucokinase-1 (EC 2.7.1.2) (Glucose kinase 1) (GLK-1)	GLK1 HOR3 YCL040W YCL312 YCL40W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500
YCL046W	P25575	YCE6_YEAST	reviewed	Putative uncharacterized protein YCL046W	YCL046W YCL46W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107
YCL054W	P25582	SPB1_YEAST	reviewed	27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase (EC 2.1.1.167) (2'-O-ribose RNA methyltransferase SPB1) (AdoMet-dependent rRNA methyltransferase SPB1) (S-adenosyl-L-methionine-dependent methyltransferase) (Suppressor of PAB1 protein 1)	SPB1 YCL054W YCL431 YCL54W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	841
YCL055W	P25583	KAR4_YEAST	reviewed	Karyogamy protein KAR4	KAR4 YCL055W YCL432 YCL55W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	335
YCL056C	P25584	PEX34_YEAST	reviewed	Peroxisomal membrane protein PEX34 (Peroxin-34)	PEX34 YCL056C YCL433 YCL56C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144
YCL059C	P25586	KRR1_YEAST	reviewed	KRR1 small subunit processome component (KRR-R motif-containing protein 1) (Ribosomal RNA assembly protein KRR1)	KRR1 YCL059C YCL59C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	316
YCL063W	P25591	VAC17_YEAST	reviewed	vacuole-related protein 17 (Vacuole-specific MYO2 receptor VAC17)	VAC17 YCL063W YCL63W/YCL62W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
YCL066W	P0CY07	HMAL1_YEAST	reviewed	Silenced mating-type protein ALPHA1 (MATalpha1 protein) (Alpha-1 activator)	HMLALPHA1 YCL066W YCL66W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175
YCR004C	P25349	YCP4_YEAST	reviewed	Flavoprotein-like protein YCP4	YCP4 YCR004C YCR042 YCR4C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247
YCR005C	P08679	CISY2_YEAST	reviewed	Citrate synthase, peroxisomal (EC 2.3.3.16)	CIT2 YCR005C YCR043 YCR5C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	460
YCR007C	P25354	YCP7_YEAST	reviewed	DUP240 protein YCR007C	YCR007C YCR045 YCR7C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239
YCR009C	P25343	RV161_YEAST	reviewed	Reduced viability upon starvation protein 161	RVS161 END6 SPE161 YCR009C YCR9C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265
YCR011C	P25371	ADP1_YEAST	reviewed	Probable ATP-dependent permease	ADP1 YCR011C YCR105 YCR11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1049
YCR020C	P25362	PET18_YEAST	reviewed	Protein PET18	PET18 HIT2 YCR020C YCR20C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
YCR021C	P25619	HSP30_YEAST	reviewed	30 kDa heat shock protein	HSP30 YCR021C YCR21C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	332
YCR022C	P25620	YCR2_YEAST	reviewed	Uncharacterized protein YCR022C	YCR022C YCR22C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	114
YCR023C	P25351	YCR3_YEAST	reviewed	Uncharacterized membrane protein YCR023C	YCR023C YCR23C YCR241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	611
YCR024C	P25345	SYNM_YEAST	reviewed	Asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	SLM5 YCR024C YCR242 YCR24C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	492
YCR027C	P25378	RHEB_YEAST	reviewed	Rheb-like protein RHB1 (GTP-binding protein RSG1)	RHB1 RSG1 YCR027C YCR27C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	209
YCR030C	P25623	SYP1_YEAST	reviewed	Suppressor of yeast profilin deletion	SYP1 YCR030C YCR30C/YCR29C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	870
YCR035C	P25359	RRP43_YEAST	reviewed	Exosome complex component RRP43 (Ribosomal RNA-processing protein 43)	RRP43 YCR035C YCR35C YCR522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394
YCR036W	P25332	RBSK_YEAST	reviewed	Ribokinase (RK) (EC 2.7.1.15)	RBK1 YCR036W YCR36W YCR523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	333
YCR045C	P25381	RRT12_YEAST	reviewed	Subtilase-type proteinase RRT12 (EC 3.4.21.-) (Outer spore wall protein 3) (Regulator of rDNA transcription protein 12)	RRT12 OSW3 YCR045C YCR45C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491
YCR050C	P25630	YCU0_YEAST	reviewed	Uncharacterized protein YCR050C	YCR050C YCR50C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102
YCR051W	P25631	YCU1_YEAST	reviewed	Ankyrin repeat-containing protein YCR051W	YCR051W YCR51W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
YCR052W	P25632	RSC6_YEAST	reviewed	Chromatin structure-remodeling complex protein RSC6 (Remodel the structure of chromatin complex subunit 6)	RSC6 YCR052W YCR52W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	483
YCR057C	P25635	PWP2_YEAST	reviewed	Periodic tryptophan protein 2 (U three protein 1) (U3 small nucleolar RNA-associated protein 1) (U3 snoRNA-associated protein 1)	PWP2 UTP1 YCR057C YCR55C/YCR57C/YCR58C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	923
YCR059C	P25637	YIH1_YEAST	reviewed	Protein IMPACT homolog	YIH1 YCR059C YCR59C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	258
YCR060W	P25638	TAH1_YEAST	reviewed	TPR repeat-containing protein associated with Hsp90	TAH1 YCR060W YCR60W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111
YCR063W	P25337	BUD31_YEAST	reviewed	Pre-mRNA-splicing factor BUD31 (Bud site selection protein 31) (Complexed with CEF1 protein 14)	BUD31 CWC14 YCR063W YCR63W YCR903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157
YCR065W	P25364	HCM1_YEAST	reviewed	Forkhead transcription factor HCM1 (High-copy suppressor of calmodulin protein 1)	HCM1 YCR065W YCR65W YCR902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	564
YCR066W	P10862	RAD18_YEAST	reviewed	Postreplication repair E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RAD18) (Radiation sensitivity protein 18)	RAD18 YCR066W YCR66W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	487
YCR067C	P25365	SED4_YEAST	reviewed	Putative guanine nucleotide-exchange factor SED4	SED4 YCR067C YCR67C YCR901	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1065
YCR068W	P25641	ATG15_YEAST	reviewed	Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15) (Cytoplasm to vacuole targeting protein 17)	ATG15 AUT5 CVT17 YCR068W YCR68W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	520
YCR073C	P25390	SSK22_YEAST	reviewed	Serine/threonine-protein kinase SSK22 (EC 2.7.11.1) (MAP kinase kinase kinase SSK22) (Suppressor of sensor kinase 22)	SSK22 YCR073C YCR73C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1331
YCR076C	P25659	FUB1_YEAST	reviewed	Silencing boundary-establishment protein FUB1 (Function of boundary protein 1) (Proteasome inhibitor PI31-like protein FUB1)	FUB1 YCR076C YCR76C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250
YCR077C	P25644	PAT1_YEAST	reviewed	DNA topoisomerase 2-associated protein PAT1 (Decapping activator and translational repressor PAT1) (Topoisomerase II-associated protein PAT1) (mRNA turnover protein 1)	PAT1 MRT1 YCR077C YCR77C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	796
YCR082W	P25649	AHC2_YEAST	reviewed	ADA histone acetyltransferase complex component 2 (Putative transcriptional regulator AHC2)	AHC2 YCR082W YCR82W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128
YCR083W	P25372	TRX3_YEAST	reviewed	Thioredoxin-3, mitochondrial	TRX3 YCR083W YCR83W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	127
YCR086W	P25651	CSM1_YEAST	reviewed	Monopolin complex subunit CSM1 (Chromosome segregation in meiosis protein 1)	CSM1 SPO86 YCR086W YCR86W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	190
YCR088W	P15891	ABP1_YEAST	reviewed	Actin-binding protein	ABP1 YCR088W YCR88W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	592
YCR093W	P25655	NOT1_YEAST	reviewed	General negative regulator of transcription subunit 1 (Cell division cycle protein 39)	CDC39 NOT1 ROS1 YCR093W YCR1151 YCR93W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2108
